time_from_launch[s],elapsed_time[s],launch_clear?,combusting?,para_opened?,air_density[kg/m3],gravity[m/s2],pressure[Pa],temperature[C],wind_x[m/s],wind_y[m/s],wind_z[m/s],mass[kg],Cg_from_nose[m],inertia moment pitch & yaw[kg*m2],inertia moment roll[kg*m2],attack angle[rad],altitude[m],velocity[m/s],airspeed[m/s],accel[m/s2],longitudinal accel[m/s2],normal_force[N],Cnp,Cny,Cmqp,Cmqy,Cp_from_nose[m],Cd,Cna,latitude,longitude,downrange[m],Fst[%],dynamic_pressure[Pa],
32.13100000,32.13100000,1,0,"1",1.14559671,9.80451539,93256.17126215,10.48768193,-10.71554168,-7.80245440,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739511,694.27410081,13.92376939,4.24451535,0.01350735,0.00631778,0.08795285,-12.37613835,-10.70284779,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032973,140.00497665,949.83514859,16.36815920,10.31948391,
32.14100000,32.14100000,1,0,"1",1.14560145,9.80451552,93256.64812303,10.48795777,-10.71543249,-7.80237490,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739517,694.23165574,13.92363834,4.24450659,0.01350800,0.00631810,0.08795708,-12.37613928,-10.70284731,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032903,140.00497539,949.81958730,16.36815920,10.31948405,
32.15100000,32.15100000,1,0,"1",1.14560620,9.80451565,93257.12498491,10.48823360,-10.71532330,-7.80229539,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739522,694.18921076,13.92350728,4.24449783,0.01350866,0.00631842,0.08796131,-12.37614020,-10.70284682,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032832,140.00497413,949.80404443,16.36815920,10.31948418,
32.16100000,32.16100000,1,0,"1",1.14561094,9.80451578,93257.60184778,10.48850943,-10.71521410,-7.80221588,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739528,694.14676587,13.92337622,4.24448907,0.01350931,0.00631873,0.08796554,-12.37614113,-10.70284634,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032762,140.00497287,949.78851998,16.36815920,10.31948431,
32.17100000,32.17100000,1,0,"1",1.14561568,9.80451591,93258.07871163,10.48878526,-10.71510490,-7.80213637,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739533,694.10432107,13.92324516,4.24448031,0.01350997,0.00631905,0.08796977,-12.37614206,-10.70284586,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032691,140.00497161,949.77301395,16.36815920,10.31948445,
32.18100000,32.18100000,1,0,"1",1.14562043,9.80451604,93258.55557648,10.48906109,-10.71499569,-7.80205685,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739538,694.06187636,13.92311409,4.24447155,0.01351062,0.00631937,0.08797400,-12.37614298,-10.70284537,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032621,140.00497034,949.75752633,16.36815920,10.31948458,
32.19100000,32.19100000,1,0,"1",1.14562517,9.80451617,93259.03244232,10.48933692,-10.71488648,-7.80197733,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739544,694.01943173,13.92298301,4.24446279,0.01351128,0.00631968,0.08797824,-12.37614391,-10.70284489,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032551,140.00496908,949.74205713,16.36815920,10.31948471,
32.20100000,32.20100000,1,0,"1",1.14562992,9.80451630,93259.50930915,10.48961275,-10.71477726,-7.80189780,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739549,693.97698719,13.92285192,4.24445403,0.01351194,0.00632000,0.08798247,-12.37614484,-10.70284440,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032480,140.00496782,949.72660636,16.36815920,10.31948485,
32.21100000,32.21100000,1,0,"1",1.14563466,9.80451643,93259.98617697,10.48988858,-10.71466804,-7.80181827,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739555,693.93454274,13.92272083,4.24444527,0.01351259,0.00632032,0.08798670,-12.37614576,-10.70284392,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032410,140.00496656,949.71117400,16.36815920,10.31948498,
32.22100000,32.22100000,1,0,"1",1.14563940,9.80451656,93260.46304578,10.49016441,-10.71455881,-7.80173873,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739560,693.89209837,13.92258973,4.24443651,0.01351325,0.00632063,0.08799094,-12.37614669,-10.70284343,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032340,140.00496530,949.69576006,16.36815920,10.31948512,
32.23100000,32.23100000,1,0,"1",1.14564415,9.80451669,93260.93991558,10.49044024,-10.71444957,-7.80165920,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739565,693.84965410,13.92245863,4.24442775,0.01351390,0.00632095,0.08799517,-12.37614762,-10.70284295,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032269,140.00496404,949.68036455,16.36815920,10.31948525,
32.24100000,32.24100000,1,0,"1",1.14564889,9.80451682,93261.41678637,10.49071607,-10.71434034,-7.80157965,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739571,693.80720991,13.92232752,4.24441899,0.01351456,0.00632127,0.08799941,-12.37614855,-10.70284247,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032199,140.00496278,949.66498745,16.36815920,10.31948538,
32.25100000,32.25100000,1,0,"1",1.14565363,9.80451695,93261.89365815,10.49099189,-10.71423109,-7.80150011,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739576,693.76476581,13.92219641,4.24441023,0.01351522,0.00632158,0.08800364,-12.37614948,-10.70284198,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032129,140.00496151,949.64962878,16.36815920,10.31948552,
32.26100000,32.26100000,1,0,"1",1.14565838,9.80451708,93262.37053093,10.49126772,-10.71412184,-7.80142056,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739581,693.72232179,13.92206528,4.24440146,0.01351587,0.00632190,0.08800788,-12.37615040,-10.70284150,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25032058,140.00496025,949.63428852,16.36815920,10.31948565,
32.27100000,32.27100000,1,0,"1",1.14566312,9.80451721,93262.84740469,10.49154354,-10.71401258,-7.80134100,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739587,693.67987787,13.92193416,4.24439270,0.01351653,0.00632222,0.08801212,-12.37615133,-10.70284101,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031988,140.00495899,949.61896669,16.36815920,10.31948578,
32.28100000,32.28100000,1,0,"1",1.14566787,9.80451734,93263.32427944,10.49181937,-10.71390332,-7.80126145,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739592,693.63743403,13.92180302,4.24438394,0.01351719,0.00632253,0.08801635,-12.37615226,-10.70284053,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031918,140.00495773,949.60366328,16.36815920,10.31948592,
32.29100000,32.29100000,1,0,"1",1.14567261,9.80451747,93263.80115519,10.49209519,-10.71379406,-7.80118189,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739598,693.59499028,13.92167188,4.24437518,0.01351784,0.00632285,0.08802059,-12.37615319,-10.70284004,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031847,140.00495647,949.58837830,16.36815920,10.31948605,
32.30100000,32.30100000,1,0,"1",1.14567735,9.80451760,93264.27803192,10.49237102,-10.71368479,-7.80110232,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739603,693.55254661,13.92154074,4.24436642,0.01351850,0.00632317,0.08802483,-12.37615412,-10.70283956,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031777,140.00495521,949.57311173,16.36815920,10.31948618,
32.31100000,32.31100000,1,0,"1",1.14568210,9.80451773,93264.75490964,10.49264684,-10.71357551,-7.80102275,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739608,693.51010304,13.92140958,4.24435766,0.01351916,0.00632348,0.08802907,-12.37615504,-10.70283907,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031707,140.00495395,949.55786359,16.36815920,10.31948632,
32.32100000,32.32100000,1,0,"1",1.14568684,9.80451786,93265.23178836,10.49292266,-10.71346623,-7.80094318,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739614,693.46765955,13.92127842,4.24434890,0.01351981,0.00632380,0.08803330,-12.37615597,-10.70283859,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031636,140.00495268,949.54263388,16.36815920,10.31948645,
32.33100000,32.33100000,1,0,"1",1.14569159,9.80451799,93265.70866807,10.49319849,-10.71335694,-7.80086360,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739619,693.42521615,13.92114726,4.24434015,0.01352047,0.00632412,0.08803754,-12.37615690,-10.70283810,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031566,140.00495142,949.52742258,16.36815920,10.31948658,
32.34100000,32.34100000,1,0,"1",1.14569633,9.80451813,93266.18554876,10.49347431,-10.71324765,-7.80078402,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739625,693.38277284,13.92101609,4.24433139,0.01352113,0.00632444,0.08804178,-12.37615783,-10.70283762,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031496,140.00495016,949.51222971,16.36815920,10.31948672,
32.35100000,32.35100000,1,0,"1",1.14570107,9.80451826,93266.66243045,10.49375013,-10.71313835,-7.80070443,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739630,693.34032961,13.92088491,4.24432263,0.01352178,0.00632475,0.08804602,-12.37615876,-10.70283713,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031425,140.00494890,949.49705527,16.36815920,10.31948685,
32.36100000,32.36100000,1,0,"1",1.14570582,9.80451839,93267.13931313,10.49402595,-10.71302904,-7.80062485,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739635,693.29788647,13.92075373,4.24431387,0.01352244,0.00632507,0.08805026,-12.37615969,-10.70283665,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031355,140.00494764,949.48189925,16.36815920,10.31948699,
32.37100000,32.37100000,1,0,"1",1.14571056,9.80451852,93267.61619680,10.49430177,-10.71291973,-7.80054525,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739641,693.25544342,13.92062254,4.24430511,0.01352310,0.00632539,0.08805451,-12.37616062,-10.70283616,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031285,140.00494638,949.46676165,16.36815920,10.31948712,
32.38100000,32.38100000,1,0,"1",1.14571531,9.80451865,93268.09308146,10.49457759,-10.71281042,-7.80046566,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739646,693.21300046,13.92049134,4.24429635,0.01352376,0.00632570,0.08805875,-12.37616155,-10.70283568,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031214,140.00494512,949.45164248,16.36815920,10.31948725,
32.39100000,32.39100000,1,0,"1",1.14572005,9.80451878,93268.56996711,10.49485341,-10.71270110,-7.80038606,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739652,693.17055758,13.92036014,4.24428759,0.01352441,0.00632602,0.08806299,-12.37616247,-10.70283519,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031144,140.00494385,949.43654174,16.36815920,10.31948739,
32.40100000,32.40100000,1,0,"1",1.14572479,9.80451891,93269.04685375,10.49512922,-10.71259178,-7.80030645,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739657,693.12811480,13.92022893,4.24427883,0.01352507,0.00632634,0.08806723,-12.37616340,-10.70283471,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031073,140.00494259,949.42145942,16.36815920,10.31948752,
32.41100000,32.41100000,1,0,"1",1.14572954,9.80451904,93269.52374138,10.49540504,-10.71248244,-7.80022684,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739662,693.08567210,13.92009772,4.24427007,0.01352573,0.00632666,0.08807147,-12.37616433,-10.70283422,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25031003,140.00494133,949.40639553,16.36815920,10.31948765,
32.42100000,32.42100000,1,0,"1",1.14573428,9.80451917,93270.00063000,10.49568086,-10.71237311,-7.80014723,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739668,693.04322948,13.91996650,4.24426131,0.01352639,0.00632697,0.08807572,-12.37616526,-10.70283374,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030933,140.00494007,949.39135007,16.36815920,10.31948779,
32.43100000,32.43100000,1,0,"1",1.14573903,9.80451930,93270.47751961,10.49595668,-10.71226377,-7.80006761,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739673,693.00078696,13.91983527,4.24425255,0.01352704,0.00632729,0.08807996,-12.37616619,-10.70283325,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030862,140.00493881,949.37632303,16.36815920,10.31948792,
32.44100000,32.44100000,1,0,"1",1.14574377,9.80451943,93270.95441021,10.49623249,-10.71215442,-7.79998799,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739679,692.95834452,13.91970404,4.24424379,0.01352770,0.00632761,0.08808421,-12.37616712,-10.70283276,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030792,140.00493755,949.36131442,16.36815920,10.31948805,
32.45100000,32.45100000,1,0,"1",1.14574851,9.80451956,93271.43130180,10.49650831,-10.71204507,-7.79990837,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739684,692.91590217,13.91957280,4.24423503,0.01352836,0.00632793,0.08808845,-12.37616805,-10.70283228,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030722,140.00493629,949.34632423,16.36815920,10.31948819,
32.46100000,32.46100000,1,0,"1",1.14575326,9.80451969,93271.90819439,10.49678412,-10.71193571,-7.79982874,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739689,692.87345991,13.91944155,4.24422627,0.01352902,0.00632824,0.08809270,-12.37616898,-10.70283179,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030651,140.00493503,949.33135248,16.36815920,10.31948832,
32.47100000,32.47100000,1,0,"1",1.14575800,9.80451982,93272.38508796,10.49705994,-10.71182635,-7.79974911,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739695,692.83101774,13.91931030,4.24421751,0.01352967,0.00632856,0.08809694,-12.37616991,-10.70283131,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030581,140.00493376,949.31639915,16.36815920,10.31948845,
32.48100000,32.48100000,1,0,"1",1.14576275,9.80451995,93272.86198253,10.49733575,-10.71171698,-7.79966948,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739700,692.78857565,13.91917904,4.24420875,0.01353033,0.00632888,0.08810119,-12.37617084,-10.70283082,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030511,140.00493250,949.30146426,16.36815920,10.31948859,
32.49100000,32.49100000,1,0,"1",1.14576749,9.80452008,93273.33887808,10.49761156,-10.71160761,-7.79958984,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739706,692.74613365,13.91904778,4.24419999,0.01353099,0.00632920,0.08810544,-12.37617177,-10.70283034,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030440,140.00493124,949.28654779,16.36815920,10.31948872,
32.50100000,32.50100000,1,0,"1",1.14577223,9.80452021,93273.81577463,10.49788738,-10.71149823,-7.79951019,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739711,692.70369174,13.91891651,4.24419123,0.01353165,0.00632951,0.08810968,-12.37617270,-10.70282985,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030370,140.00492998,949.27164975,16.36815920,10.31948886,
32.51100000,32.51100000,1,0,"1",1.14577698,9.80452034,93274.29267216,10.49816319,-10.71138885,-7.79943054,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739716,692.66124992,13.91878523,4.24418248,0.01353231,0.00632983,0.08811393,-12.37617363,-10.70282936,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030300,140.00492872,949.25677014,16.36815920,10.31948899,
32.52100000,32.52100000,1,0,"1",1.14578172,9.80452047,93274.76957069,10.49843900,-10.71127946,-7.79935089,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739722,692.61880818,13.91865395,4.24417372,0.01353297,0.00633015,0.08811818,-12.37617456,-10.70282888,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030229,140.00492746,949.24190896,16.36815920,10.31948912,
32.53100000,32.53100000,1,0,"1",1.14578647,9.80452060,93275.24647021,10.49871481,-10.71117006,-7.79927124,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739727,692.57636653,13.91852266,4.24416496,0.01353362,0.00633047,0.08812243,-12.37617549,-10.70282839,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030159,140.00492620,949.22706621,16.36815920,10.31948926,
32.54100000,32.54100000,1,0,"1",1.14579121,9.80452073,93275.72337071,10.49899062,-10.71106066,-7.79919158,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739733,692.53392497,13.91839136,4.24415620,0.01353428,0.00633079,0.08812668,-12.37617642,-10.70282791,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030089,140.00492494,949.21224189,16.36815920,10.31948939,
32.55100000,32.55100000,1,0,"1",1.14579596,9.80452086,93276.20027221,10.49926643,-10.71095126,-7.79911192,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739738,692.49148350,13.91826006,4.24414744,0.01353494,0.00633110,0.08813093,-12.37617736,-10.70282742,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25030018,140.00492368,949.19743600,16.36815920,10.31948952,
32.56100000,32.56100000,1,0,"1",1.14580070,9.80452100,93276.67717470,10.49954224,-10.71084184,-7.79903225,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739743,692.44904211,13.91812876,4.24413868,0.01353560,0.00633142,0.08813518,-12.37617829,-10.70282693,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029948,140.00492241,949.18264854,16.36815920,10.31948966,
32.57100000,32.57100000,1,0,"1",1.14580544,9.80452113,93277.15407818,10.49981805,-10.71073243,-7.79895258,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739749,692.40660081,13.91799744,4.24412992,0.01353626,0.00633174,0.08813943,-12.37617922,-10.70282645,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029878,140.00492115,949.16787951,16.36815920,10.31948979,
32.58100000,32.58100000,1,0,"1",1.14581019,9.80452126,93277.63098265,10.50009386,-10.71062301,-7.79887290,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739754,692.36415960,13.91786612,4.24412116,0.01353692,0.00633206,0.08814368,-12.37618015,-10.70282596,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029808,140.00491989,949.15312892,16.36815920,10.31948992,
32.59100000,32.59100000,1,0,"1",1.14581493,9.80452139,93278.10788811,10.50036966,-10.71051358,-7.79879323,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739760,692.32171848,13.91773480,4.24411240,0.01353758,0.00633238,0.08814793,-12.37618108,-10.70282547,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029737,140.00491863,949.13839675,16.36815920,10.31949006,
32.60100000,32.60100000,1,0,"1",1.14581968,9.80452152,93278.58479456,10.50064547,-10.71040415,-7.79871354,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739765,692.27927744,13.91760346,4.24410365,0.01353823,0.00633269,0.08815218,-12.37618201,-10.70282499,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029667,140.00491737,949.12368302,16.36815920,10.31949019,
32.61100000,32.61100000,1,0,"1",1.14582442,9.80452165,93279.06170200,10.50092128,-10.71029471,-7.79863386,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739770,692.23683649,13.91747213,4.24409489,0.01353889,0.00633301,0.08815643,-12.37618294,-10.70282450,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029597,140.00491611,949.10898772,16.36815920,10.31949032,
32.62100000,32.62100000,1,0,"1",1.14582916,9.80452178,93279.53861043,10.50119708,-10.71018527,-7.79855417,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739776,692.19439563,13.91734078,4.24408613,0.01353955,0.00633333,0.08816069,-12.37618387,-10.70282401,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029526,140.00491485,949.09431086,16.36815920,10.31949046,
32.63100000,32.63100000,1,0,"1",1.14583391,9.80452191,93280.01551985,10.50147289,-10.71007582,-7.79847447,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739781,692.15195486,13.91720943,4.24407737,0.01354021,0.00633365,0.08816494,-12.37618481,-10.70282353,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029456,140.00491359,949.07965243,16.36815920,10.31949059,
32.64100000,32.64100000,1,0,"1",1.14583865,9.80452204,93280.49243027,10.50174869,-10.70996636,-7.79839477,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739787,692.10951418,13.91707807,4.24406861,0.01354087,0.00633397,0.08816919,-12.37618574,-10.70282304,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029386,140.00491233,949.06501243,16.36815920,10.31949073,
32.65100000,32.65100000,1,0,"1",1.14584340,9.80452217,93280.96934167,10.50202450,-10.70985691,-7.79831507,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739792,692.06707358,13.91694671,4.24405985,0.01354153,0.00633428,0.08817345,-12.37618667,-10.70282255,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029315,140.00491107,949.05039086,16.36815920,10.31949086,
32.66100000,32.66100000,1,0,"1",1.14584814,9.80452230,93281.44625406,10.50230030,-10.70974744,-7.79823537,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739798,692.02463307,13.91681534,4.24405110,0.01354219,0.00633460,0.08817770,-12.37618760,-10.70282207,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029245,140.00490980,949.03578773,16.36815920,10.31949099,
32.67100000,32.67100000,1,0,"1",1.14585288,9.80452243,93281.92316745,10.50257610,-10.70963797,-7.79815566,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739803,691.98219265,13.91668397,4.24404234,0.01354285,0.00633492,0.08818196,-12.37618853,-10.70282158,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029175,140.00490854,949.02120304,16.36815920,10.31949113,
32.68100000,32.68100000,1,0,"1",1.14585763,9.80452256,93282.40008182,10.50285191,-10.70952850,-7.79807594,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739808,691.93975231,13.91655258,4.24403358,0.01354351,0.00633524,0.08818621,-12.37618947,-10.70282109,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029104,140.00490728,949.00663677,16.36815920,10.31949126,
32.69100000,32.69100000,1,0,"1",1.14586237,9.80452269,93282.87699719,10.50312771,-10.70941902,-7.79799623,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739814,691.89731206,13.91642120,4.24402482,0.01354417,0.00633556,0.08819047,-12.37619040,-10.70282061,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25029034,140.00490602,948.99208895,16.36815920,10.31949139,
32.70100000,32.70100000,1,0,"1",1.14586712,9.80452282,93283.35391355,10.50340351,-10.70930953,-7.79791650,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739819,691.85487190,13.91628980,4.24401606,0.01354483,0.00633588,0.08819473,-12.37619133,-10.70282012,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25028964,140.00490476,948.97755955,16.36815920,10.31949153,
32.71100000,32.71100000,1,0,"1",1.14587186,9.80452295,93283.83083089,10.50367931,-10.70920004,-7.79783678,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739825,691.81243183,13.91615840,4.24400730,0.01354549,0.00633619,0.08819898,-12.37619226,-10.70281963,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25028893,140.00490350,948.96304860,16.36815920,10.31949166,
32.72100000,32.72100000,1,0,"1",1.14587661,9.80452308,93284.30774923,10.50395511,-10.70909054,-7.79775705,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739830,691.76999185,13.91602699,4.24399855,0.01354615,0.00633651,0.08820324,-12.37619320,-10.70281915,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25028823,140.00490224,948.94855608,16.36815920,10.31949179,
32.73100000,32.73100000,1,0,"1",1.14588135,9.80452321,93284.78466856,10.50423091,-10.70898104,-7.79767732,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739835,691.72755195,13.91589558,4.24398979,0.01354681,0.00633683,0.08820750,-12.37619413,-10.70281866,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25028753,140.00490098,948.93408199,16.36815920,10.31949193,
32.74100000,32.74100000,1,0,"1",1.14588609,9.80452334,93285.26158887,10.50450671,-10.70887153,-7.79759758,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739841,691.68511214,13.91576416,4.24398103,0.01354747,0.00633715,0.08821176,-12.37619506,-10.70281817,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25028682,140.00489972,948.91962634,16.36815920,10.31949206,
32.75100000,32.75100000,1,0,"1",1.14589084,9.80452347,93285.73851018,10.50478251,-10.70876202,-7.79751784,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739846,691.64267242,13.91563274,4.24397227,0.01354813,0.00633747,0.08821602,-12.37619599,-10.70281768,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25028612,140.00489846,948.90518913,16.36815920,10.31949219,
32.76100000,32.76100000,1,0,"1",1.14589558,9.80452360,93286.21543248,10.50505830,-10.70865250,-7.79743809,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739852,691.60023278,13.91550131,4.24396351,0.01354879,0.00633779,0.08822028,-12.37619693,-10.70281720,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25028542,140.00489720,948.89077036,16.36815920,10.31949233,
32.77100000,32.77100000,1,0,"1",1.14590033,9.80452374,93286.69235577,10.50533410,-10.70854298,-7.79735834,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33739857,691.55779324,13.91536987,4.24395476,0.01354945,0.00633811,0.08822454,-12.37619786,-10.70281671,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.25028471,140.00489593,948.87637002,16.36815920,10.31949246,
